1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48391,0.87512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.60072,0.40194,0.69108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35876,0.24971,-0.022463,0.89913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033373,0.21989,0.36223,0.036736,0.90442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.52563,0.39579,0.19423,-0.10138,-0.060148,0.71795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.50894,-0.024013,0.25972,-0.0043294,0.21531,0.35478,0.7076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41717,0.36996,0.25524,0.16403,0.32082,-0.13326,-0.010085,0.69012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37545,0.4407,0.1417,-0.10163,-0.072153,0.43448,0.12131,-0.057908,0.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26699,0.49114,0.13421,0.15015,-0.041516,0.15435,0.041684,0.14419,0.13596,0.76183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48391,0.19004,0.072476,-0.19766,-0.011261,-0.10077,0.097221,0.12074,-0.062623,-0.033123,0.80378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15852,0.055351,-0.097551,0.25299,0.074063,0.29362,0.0974,-0.10168,0.075868,0.029086,0.24968,0.84724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45054,0.41824,0.3068,-0.15835,-0.14251,0.13576,-0.023665,0.0033171,0.26394,-0.11591,0.094683,0.019978,0.60919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45054,0.24663,0.1893,0.08124,0.22252,0.15225,0.13158,-0.16704,0.094956,-0.19133,0.057171,0.046689,0.057919,0.72209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
